qid,n_statements,n_sitelinks
Q15631137,12,4
Q15631138,10,4
Q15631154,9,5
Q15631155,7,3
Q15631158,9,3
Q15631159,6,3
Q15632034,16,5
Q15634657,9,1
Q1564159,6,3
Q15646810,10,2
Q1565782,8,7
Q1566330,8,2
Q15671782,14,1
Q156778,111,49
Q1568394,12,12
Q15685671,24,2
Q15703292,14,4
Q15703295,9,4
Q15703319,10,4
Q15703323,19,4
Q15703337,16,3
Q15703340,12,1
Q1570759,18,7
Q15709147,17,8
Q15709216,21,0
Q1571021,12,5
Q15711147,29,3
Q15711188,20,4
Q15711294,19,0
Q15711583,10,6
Q15711584,13,6
Q15711586,11,6
Q15711623,12,6
Q15712521,11,3
Q15712533,17,3
Q15712534,13,3
Q15713724,8,3
Q15721,50,49
Q1572114,10,5
Q1572248,19,13
Q15723470,32,0
Q15725176,16,4
Q15726833,7,6
Q15728940,6,6
Q15729808,7,2
Q15733162,23,0
Q15733188,14,0
Q15736227,9,1
Q15736237,7,2
Q1575740,3,4
Q15781282,7,3
Q15781889,9,1
Q15781890,8,3
Q15781893,5,1
Q15781904,8,3
Q15782882,7,3
Q15782893,7,3
Q15783227,7,1
Q15783911,9,3
Q15783937,7,1
Q15784097,5,1
Q15784623,18,2
Q15784778,7,2
Q15784800,9,1
Q15790205,9,1
Q15790207,8,1
Q15790488,5,1
Q15792068,10,5
Q1580107,15,21
Q1580236,43,18
Q15804397,5,1
Q15805023,10,1
Q15806234,4,1
Q15806872,5,1
Q15808903,7,3
Q15811600,4,1
Q15812460,4,1
Q15812600,6,1
Q15815634,9,3
Q15816269,7,2
Q15816270,7,1
Q15816305,6,1
Q15816312,7,1
Q15816322,7,1
Q15816329,11,2
Q15816336,7,1
Q15816339,7,2
Q15816352,5,2
Q15816362,6,2
Q15816366,4,2
Q15816374,6,2
Q15819033,5,1
Q15819831,5,1
Q1582249,10,3
Q15824037,5,1
Q15825637,4,1
Q15825732,6,1
Q15825733,7,2
Q15834136,10,2
Q15835164,10,1
Q15837327,4,1
Q15837391,5,1
Q15838100,5,1
Q15838246,9,7
Q15838250,12,1
Q15838255,12,2
Q15838263,11,1
Q15838272,14,6
Q15839495,7,1
Q15840469,5,2
Q15841273,5,1
Q15841410,35,7
Q15841739,8,5
Q15843328,4,1
Q15843741,6,1
Q15847062,8,1
Q15847669,4,1
Q15847734,6,1
Q15849193,12,4
Q15850117,3,1
Q15850299,5,1
Q15850648,5,1
Q15850651,9,3
Q15850709,7,1
Q15850867,2,1
Q15850868,2,1
Q15852393,5,1
Q15853362,5,1
Q15855230,7,2
Q15870579,5,2
Q15870583,5,1
Q1588153,8,2
Q15883619,15,4
Q1588440,18,9
Q15901342,5,1
Q15903662,6,5
Q15905727,11,1
Q15909945,3,2
Q15910837,18,3
Q15911318,1,1
Q1591577,7,2
Q15916381,29,13
Q15920544,15,3
Q15923149,11,2
Q15924813,10,2
Q15925979,12,3
Q15929042,5,7
Q15930390,2,1
Q15931192,10,2
Q1593643,3,1
Q15938126,2,1
Q15939725,11,1
Q15949855,7,5
Q1595134,29,4
Q15952897,14,11
Q159666,83,72
Q1597868,12,15
Q15980401,8,4
Q15987308,7,2
Q1601492,4,3
Q1601938,17,14
Q1601964,12,11
Q16023723,4,5
Q1604113,13,7
Q1604499,14,1
Q1604805,19,5
Q16050040,3,3
Q16051699,5,1
Q16054226,5,2
Q1605643,8,3
Q16064262,10,1
Q1606500,16,10
Q1606756,26,13
Q160730,93,88
Q16075299,12,2
Q16075715,10,1
Q16075936,6,4
Q16076055,10,2
Q16076259,8,1
Q16076298,8,3
Q16076832,14,1
Q16077230,17,3
Q16077793,4,2
Q16078384,5,1
Q16078406,18,1
Q16087959,8,3
Q1609412,7,4
Q16097094,14,4
Q16097249,14,3
Q16097565,11,1
Q16097596,15,3
Q16097677,13,2
Q16097869,11,3
Q16098261,13,4
Q1610219,20,13
Q16111354,3,2
Q1611657,10,3
Q1613642,6,1
Q16136808,11,5
Q1614061,12,6
Q16144693,3,1
Q1615404,17,4
Q1615450,10,6
Q16155143,12,5
Q1615649,12,13
Q16157607,15,6
Q161582,85,73
Q161600,1,2
Q16166151,6,0
Q16167135,23,5
Q16167801,3,10
Q16167869,23,4
Q16169688,15,7
Q16169988,13,3
Q16171630,10,4
Q161775,96,70
Q16178153,12,6
Q1618029,5,17
Q161853,173,77
Q16188299,13,1
Q16188357,8,1
Q16188835,17,1
Q16189866,13,1
Q16190194,12,3
Q16190457,5,3
Q16190493,6,1
Q1619078,2,7
Q16191019,7,1
Q16191154,6,1
Q16197356,6,6
Q16198772,10,1
Q1619985,13,2
Q1619987,5,4
Q1619989,6,2
Q1620063,15,7
Q1620067,8,3
Q16203434,24,7
Q1620655,2,1
Q16206695,5,3
Q1621177,16,10
Q1621303,8,6
Q16217794,6,7
Q16218120,3,4
Q1621892,7,8
Q16219024,4,2
Q1624175,5,2
Q1624216,21,5
Q162456,31,11
Q16258032,4,1
Q16258048,1,3
Q16260058,16,2
Q16260222,17,3
Q16260455,18,4
Q1627764,24,11
Q1627960,6,1
Q1629006,7,16
Q16290343,4,5
Q1629247,3,1
Q163079,235,117
Q16308230,3,8
Q16309092,1,1
Q16312278,1,1
Q16313639,5,1
Q16313872,2,1
Q16313993,1,1
Q16318445,18,1
Q1631940,18,6
Q16320534,5,1
Q16326916,5,1
Q16326935,7,1
Q16326956,4,2
Q16327026,8,1
Q1632703,11,10
Q16327264,4,2
Q1632732,7,6
Q16327389,4,1
Q16327406,6,1
Q16327549,8,3
Q16327560,7,1
Q16327570,8,2
Q16327610,8,3
Q16327666,7,1
Q16327726,4,1
Q16327859,12,1
Q16328000,6,1
Q16328009,4,1
Q16328046,5,3
Q16328054,5,1
Q16328100,2,1
Q16328105,7,3
Q16328136,6,3
Q16328138,7,6
Q16328228,5,1
Q16328250,6,0
Q16328254,3,1
Q16328302,6,2
Q16328314,3,2
Q16328326,5,1
Q16328342,6,1
Q16328370,2,1
Q16328418,5,2
Q16328529,4,1
Q16328550,3,1
Q16328670,5,5
Q16328683,3,1
Q16328768,9,2
Q16328876,5,2
Q16328885,4,2
Q16328944,2,1
Q16329137,9,1
Q16329272,6,1
Q16329414,3,1
Q16329445,5,1
Q16329460,3,1
Q16329466,5,1
Q16329470,7,1
Q16329499,3,1
Q16329518,6,1
Q16329661,7,1
Q16329811,9,2
Q16329939,4,1
Q16329951,4,1
Q16329961,3,1
Q16329997,6,2
Q16330016,6,1
Q16330076,12,3
Q16330183,6,1
Q16330193,5,1
Q16330241,3,1
Q16330320,5,2
Q16330354,4,1
Q16330437,19,3
Q16330640,9,2
Q16330652,3,2
Q16330774,7,2
Q16330878,9,3
Q16331048,10,2
Q16331055,4,1
Q16331109,9,2
Q16331165,4,2
Q16331231,6,2
Q16331608,8,2
Q16331627,7,1
Q16331636,8,1
Q16331689,5,1
Q16331749,4,1
Q16331764,2,2
Q16331922,11,4
Q16331944,5,1
Q16331985,6,2
Q16331991,7,1
Q16332005,3,1
Q16332167,3,1
Q16332188,3,1
Q16332208,6,1
Q16332222,8,2
Q16332252,8,2
Q16332304,4,2
Q16332315,3,1
Q16332367,2,1
Q16332525,5,2
Q16332688,5,1
Q16332739,8,2
Q16332805,5,1
Q16332869,3,1
Q16335866,12,5
Q1635138,22,13
Q1635169,7,3
Q16354423,4,1
Q16359353,4,1
Q1636301,5,7
Q16365915,3,2
Q1636788,7,6
Q1636827,17,13
Q1636915,3,6
Q1637011,4,1
Q16371017,3,1
Q163721,30,37
Q16376683,3,1
Q16377618,7,1
Q1638693,8,7
Q1638952,9,7
Q1639138,7,1
Q1639311,24,12
Q1639787,13,15
Q1640033,3,1
Q1640087,7,1
Q1640434,12,13
Q164061,125,92
Q1640709,11,6
Q1641030,13,8
Q1641282,20,10
Q1641568,14,8
Q164212,21,17
Q1642537,8,1
Q16428464,1,1
Q1643451,31,30
Q16444855,2,1
Q16445533,2,1
Q16445678,2,1
Q16445777,2,1
Q16449467,2,1
Q16449549,2,1
Q16449870,2,1
Q16450058,2,1
Q16450896,2,3
Q16451959,2,1
Q16451976,2,2
Q16453347,2,1
Q16454040,2,1
Q1645481,4,2
Q16455452,2,1
Q16455480,2,1
Q16456195,2,1
Q16456283,2,1
Q16456696,2,1
Q16456794,2,1
Q16458737,2,2
Q1645883,14,5
Q16459064,2,1
Q16459937,2,1
Q1646229,6,2
Q16464329,2,1
Q16464795,2,1
Q16464864,2,0
Q16465174,2,1
Q16465826,3,2
Q16468174,2,1
Q16468499,2,1
Q16469626,2,1
Q16469988,3,3
Q16470150,2,1
Q16470151,2,2
Q16470547,2,0
Q16470770,1,1
Q16471642,2,1
Q1647297,20,15
Q16474116,2,1
Q16475393,2,1
Q1647552,12,9
Q16477283,2,1
Q16478242,2,1
Q16478561,2,1
Q16478992,2,1
Q16488015,11,2
Q164923,56,16
Q16508297,9,1
Q16509043,7,1
Q165144,36,27
Q16515489,9,2
Q16515491,10,4
Q16515493,12,4
Q16515495,16,5
Q16516305,3,1
Q16516576,10,8
Q165170,82,77
Q16518569,5,1
Q16521309,4,1
Q16523316,5,1
Q16523359,13,1
Q16524008,4,1
Q16524077,1,1
Q16524101,4,1
Q1652520,17,3
Q16528045,8,1
Q16528263,1,1
Q1652895,16,16
Q16532286,5,1
Q16532587,9,1
Q16535106,15,5
Q16537538,4,1
Q16539324,7,1
Q1654068,12,6
Q16542257,25,4
Q165448,57,24
Q16546071,8,1
Q1654753,2,2
Q1654795,10,1
Q1655397,16,13
Q1655431,13,13
Q16555158,8,1
Q1655690,6,3
Q16559355,13,4
Q16560559,20,3
Q16561248,8,1
Q16561465,7,1
Q1656443,24,3
Q1656604,9,4
Q16566384,8,1
Q16567939,8,3
Q1657298,13,11
Q16575201,3,1
Q165769,79,61
Q16577621,5,2
Q1658054,41,17
Q1658288,8,9
Q1658551,10,14
Q1659824,6,3
Q16600015,9,2
Q16600792,10,2
Q1660879,9,5
Q1661021,4,2
Q16610335,10,4
Q16610456,5,1
Q16612112,5,1
Q166155,18,8
Q1661623,14,3
Q1663056,4,2
Q1663351,10,5
Q16640745,11,4
Q16641710,27,17
Q16641866,15,3
Q16647668,14,2
Q16647766,4,1
Q16648695,3,1
Q16653185,12,0
Q16661850,5,1
Q16663935,11,4
Q16669824,10,1
Q16670180,10,1
Q16671639,9,2
Q16671682,5,1
Q16672542,21,2
Q16682863,4,1
Q1668454,8,4
Q16689388,7,1
Q16695609,5,2
Q1669797,8,1
Q16705384,21,2
Q16706240,14,4
Q1670657,4,1
Q1671077,5,20
Q16712042,6,1
Q1671515,15,6
Q1671771,14,16
Q1671840,3,5
Q1672196,20,17
Q1672201,15,17
Q1672392,6,1
Q16726571,7,6
Q16737306,10,4
Q16737444,10,1
Q16737446,8,1
Q16737623,6,1
Q16737676,4,1
Q16737714,4,1
Q16737747,4,2
Q16737756,6,1
Q16737893,3,1
Q16738132,3,2
Q1674360,6,1
Q167480,26,17
Q1675357,10,10
Q1675360,18,17
Q1675461,10,2
Q1676086,7,4
Q1676112,18,14
Q1676297,6,3
Q167646,85,71
Q1679588,5,1
Q1680793,15,5
Q16821458,11,1
Q16822085,20,3
Q16823358,9,4
Q16825281,7,2
Q16828141,1,2
Q1683693,9,16
Q16839490,7,1
Q16853835,6,2
Q16854382,5,7
Q1686568,24,10
Q1686585,8,3
Q1686620,20,15
Q168707,271,97
Q16874310,5,2
Q16877608,11,1
Q16879570,15,13
Q16879695,2,2
Q1688206,12,10
Q16886109,19,2
Q16886887,7,2
Q16904490,10,1
Q16907804,10,1
Q16931515,6,3
Q16931564,4,2
Q16931701,9,6
Q16932035,11,2
Q16932564,6,13
Q16932686,15,2
Q16933083,2,1
Q16933582,3,3
Q16934159,10,7
Q16935374,8,2
Q16939289,8,3
Q1695219,7,19
Q16963030,2,2
Q1696421,11,2
Q16966707,1,4
Q1698707,12,17
Q1698720,11,2
Q1698724,6,6
Q16998426,3,1
Q17000392,8,2
Q17002304,2,3
Q1700339,7,1
Q1700416,9,2
Q170053,24,27
Q17006255,5,3
Q17007094,8,2
Q17007784,15,1
Q1700915,18,4
Q17016312,2,2
Q17023424,18,2
Q17023793,3,1
Q1702408,11,8
Q17024993,7,4
Q17025145,8,2
Q17026174,3,1
Q17026301,2,1
Q17026432,2,1
Q17031124,3,1
Q17031869,2,1
Q17032131,2,2
Q17035150,4,2
Q170379,60,71
Q17040687,2,1
Q1704098,5,1
Q17043651,2,1
Q17044646,1,1
Q1704642,10,3
Q170473,159,63
Q17047404,2,1
Q17048369,4,1
Q1704940,4,2
Q17051511,2,3
Q17054804,2,1
Q1705660,16,12
Q17058468,5,0
Q17059075,4,5
Q1705964,12,11
Q17059692,2,1
Q17074094,7,3
Q17076208,13,10
Q170779,86,68
Q1708403,5,3
Q17094549,1,1
Q171083,77,40
Q1710879,6,1
Q17115124,8,2
Q17115133,6,2
Q17115343,9,2
Q17116059,2,1
Q17122845,7,2
Q17123378,8,2
Q171241,190,88
Q17128441,13,2
Q17128473,10,2
Q17128482,12,2
Q17128528,9,2
Q17131,165,96
Q1713818,22,7
Q17138459,15,9
Q1714683,8,2
Q17151345,7,2
Q17166540,9,1
Q1717053,7,1
Q1717309,11,6
Q171839,71,68
Q1718516,12,6
Q1719455,6,2
Q17200894,8,2
Q17209288,10,4
Q1721947,5,9
Q1722467,6,1
Q172248,175,75
Q1722501,6,1
Q1722780,13,14
Q1722781,12,6
Q17231526,11,3
Q1723230,9,4
Q1723231,6,2
Q1723235,11,9
Q1723887,14,12
Q1725279,5,2
Q172549,73,45
Q172725,90,61
Q17277174,10,7
Q17277178,6,3
Q17278854,10,4
Q17282458,14,4
Q17282459,10,3
Q17282466,7,2
Q17282468,7,3
Q17282472,10,4
Q17284986,15,1
Q1728858,11,7
Q1729640,19,12
Q1731974,6,6
Q17332893,5,3
Q17335261,6,2
Q17354329,12,1
Q17375970,7,5
Q17375980,7,2
Q17375981,8,4
Q17376007,10,1
Q17379665,7,2
Q1738025,9,10
Q17381947,5,1
Q17381960,6,1
Q17381978,7,1
Q17381988,8,2
Q17389291,5,5
Q17395798,7,1
Q17395799,7,1
Q17395802,7,1
Q17395807,7,2
Q17395812,6,1
Q17416441,18,6
Q17416444,7,2
Q17416446,8,1
Q17416449,5,1
Q17417188,36,16
Q17426381,7,4
Q174265,22,5
Q174278,93,72
Q174353,140,74
Q1743986,10,4
Q174480,4,7
Q17454800,9,1
Q1746218,7,1
Q1746686,5,12
Q1747749,21,3
Q1748027,18,3
Q17482491,2,1
Q1748456,5,2
Q17486771,11,6
Q17486774,12,4
Q17487440,19,2
Q17494401,3,2
Q17498520,11,2
Q17498614,6,1
Q1749975,5,4
Q1750413,15,15
Q175042,82,24
Q17505974,11,10
Q1750891,6,3
Q175121,123,73
Q17516300,10,2
Q17516325,7,1
Q17516332,6,1
Q17516333,6,1
Q17516337,5,1
Q17516371,6,2
Q17516372,8,1
Q17516397,7,2
Q17516399,8,1
Q17521118,6,1
Q17521119,12,3
Q17521225,8,1
Q17521227,10,4
Q17521229,6,1
Q17521232,5,1
Q17521271,6,1
Q1752691,26,11
Q1753089,7,10
Q1754201,11,4
Q17542056,7,1
Q17542231,7,1
Q1754231,7,7
Q175450,13,10
Q1754724,6,7
Q17561717,5,1
Q17561737,5,2
Q17561739,6,9
Q1756583,17,11
Q1756679,6,4
Q1757445,12,16
Q17575929,9,2
Q17576927,3,2
Q17577851,6,1
Q17578336,6,2
Q175784,18,25
Q17581463,15,8
Q1758221,7,20
Q1759053,7,4
Q17591061,8,4
Q1759344,11,11
Q1760117,10,12
Q176022,22,20
Q1760397,16,4
Q176090,29,12
Q176122,71,25
Q176130,15,34
Q17622153,6,2
Q17622156,5,1
Q17622158,6,1
Q17622161,3,1
Q17625356,6,2
Q176283,19,22
Q17631601,12,1
Q17635079,9,3
Q17639619,6,1
Q1764704,5,2
Q17651335,9,2
Q1766777,23,17
Q176758,100,73
Q1767878,8,6
Q1767884,18,10
Q177081,67,42
Q1771483,13,2
Q177250,8,5
Q1773975,6,2
Q1774119,7,1
Q1774136,26,6
Q1774144,6,1
Q1774146,4,1
Q1774149,10,3
Q1774159,4,8
Q1774178,18,18
Q17747677,5,1
Q17747765,13,1
Q17748154,9,1
Q17748158,5,1
Q1776653,9,3
Q1776654,10,2
Q1777717,12,12
Q1779164,13,19
Q177945,8,6
Q177975,147,70
Q1781076,8,1
Q1781668,10,9
Q1782599,15,14
Q1782641,14,11
Q178305,9,19
Q1784227,8,4
Q1784380,8,4
Q1784620,18,14
Q1784645,16,9
Q178641,68,53
Q178744,37,49
Q1788026,18,15
Q1788541,13,14
Q1789019,5,12
Q178953,96,67
Q1790716,11,15
Q179079,21,9
Q1790803,9,14
Q1790858,9,2
Q1791456,28,25
Q1791496,5,1
Q179256,72,80
Q1795033,9,12
Q1795211,22,15
Q179575,75,77
Q1796218,6,1
Q1797587,8,5
Q1798040,6,1
Q17992413,4,1
Q17992552,3,4
Q1799262,30,7
Q17996710,2,11
Q17996944,19,18
Q1800581,3,1
Q18009936,7,4
Q18010293,8,2
Q1801458,21,1
Q1801511,11,9
Q1801762,13,7
Q18018199,14,3
Q18018281,10,1
Q18018459,5,1
Q18018460,9,3
Q18018814,9,2
Q18019243,4,2
Q18019245,3,2
Q18020069,7,1
Q18021097,7,1
Q18022257,5,1
Q18026153,13,13
Q18026715,4,1
Q18026718,4,1
Q18026931,4,1
Q18027043,9,1
Q1805429,6,5
Q1805698,11,1
Q1805704,7,1
Q1805705,8,1
Q1805706,10,1
Q1805777,14,12
Q18059994,4,3
Q180627,62,80
Q180694,25,11
Q180807,37,20
Q181360,59,61
Q1815876,5,11
Q1815905,33,16
Q18162202,3,7
Q18165133,16,2
Q18165134,16,2
Q1816670,5,1
Q1816672,4,1
Q18169694,6,1
Q1817013,3,9
Q1817912,22,17
Q1819213,12,12
Q1819356,10,16
Q1819543,16,13
Q18198379,12,3
Q182019,73,55
Q18207392,3,1
Q182101,64,54
Q1821517,6,1
Q1821519,4,4
Q1821520,5,1
Q1821522,14,8
Q1821523,4,1
Q1821528,11,2
Q1821534,11,1
Q182190,32,17
Q18221137,7,5
Q18221139,10,2
Q18221342,12,1
Q18222212,3,0
Q18222658,16,2
Q18222906,10,1
Q18223316,9,1
Q18223357,5,1
Q182235,40,13
Q18223817,10,1
Q18224132,6,1
Q1822591,10,5
Q1823275,10,14
Q18234269,13,1
Q18234934,9,2
Q1823587,11,1
Q1823589,15,2
Q18236408,20,3
Q18236531,2,4
Q18237582,1,1
Q182439,51,43
Q18246355,8,1
Q1826746,6,2
Q18276393,6,2
Q182790,63,72
Q18279487,9,1
Q18280034,9,1
Q18281031,7,5
Q18281870,4,1
Q183144,226,114
Q183215,11,6
Q18327079,7,2
Q18334710,4,1
Q18340488,4,1
Q18340494,4,1
Q18354205,3,7
Q18384649,8,1
Q18386066,11,11
Q18391562,2,3
Q1839914,34,6
Q18405684,5,6
Q18410196,6,1
Q18410302,7,1
Q18410304,7,1
Q18410648,9,2
Q18410650,8,1
Q18411286,11,2
Q18411886,7,1
Q18412433,10,1
Q18412438,7,1
Q1841246,10,6
Q18412770,13,1
Q18412857,11,1
Q18413070,5,1
Q18413093,7,3
Q18414574,5,1
Q18415792,1,1
Q18417535,9,1
Q184437,67,54
Q18450783,18,4
Q184634,121,76
Q18470264,11,10
Q18481886,13,4
Q184874,93,62
Q184948,7,7
Q185117,192,68
Q1851248,19,13
Q185126,147,65
Q1851846,15,18
Q18533751,19,1
Q18551588,17,8
Q18552931,7,1
Q185670,74,60
Q185770,164,56
Q185856,135,71
Q1859592,13,13
Q18604149,14,7
Q1860586,18,12
Q18607663,6,3
Q186085,25,5
Q18620947,3,1
Q1862383,11,13
Q1862400,9,12
Q186271,62,57
Q18627234,9,2
Q18629526,10,5
Q18629875,7,3
Q18633248,1,1
Q186350,44,71
Q18639399,13,9
Q18639401,13,7
Q18642286,6,0
Q18642287,12,5
Q18642288,7,0
Q18642291,6,0
Q18642292,5,0
Q18642294,7,0
Q18642295,5,0
Q18643695,1,2
Q18643761,4,1
Q18651721,12,3
Q18651762,10,1
Q18653380,2,1
Q186551,31,24
Q18659349,5,1
Q18667346,4,1
Q18667347,11,5
Q1866811,18,2
Q18672436,7,1
Q18679242,7,2
Q18679440,8,2
Q18683919,11,2
Q18690808,5,0
Q18691702,22,8
Q18702771,4,1
Q18708181,13,2
Q18712771,8,1
Q1872800,3,4
Q1873452,15,8
Q1873521,20,4
Q1873542,17,9
Q1873550,13,3
Q1873556,22,5
Q1873561,24,7
Q1873580,13,5
Q1873587,15,9
Q1873595,31,7
Q1873605,18,2
Q1873622,30,15
Q1873643,31,8
Q1873646,13,5
Q1873653,16,6
Q18746208,2,1
Q18753118,9,3
Q18759303,3,0
Q18762534,1,1
Q1877780,6,5
Q1878655,5,1
Q1878960,12,4
Q1878963,6,1
Q1878970,14,1
Q1879787,19,22
Q188044,100,56
Q188146,5,4
Q18816344,11,3
Q18816354,6,1
Q18816362,4,2
Q188265,21,5
Q1882657,5,1
Q1884324,21,17
Q188646,214,83
Q1886507,22,10
Q1887300,19,14
Q1887696,7,2
Q1887748,9,5
Q1889919,15,10
Q1890599,17,4
Q1892324,2,1
Q189375,130,47
Q1894069,20,4
Q1894078,24,8
Q1894105,23,5
Q1894124,5,7
Q1894265,11,2
Q1894288,15,2
Q1894309,16,2
Q1894318,15,9
Q1894322,8,1
Q1894349,18,2
Q1894397,10,1
Q1894427,6,3
Q189559,9,3
Q189597,214,74
Q1896383,23,10
Q1896870,3,2
Q189688,19,20
Q189759,48,27
Q189821,50,51
Q1898557,18,3
Q189872,83,54
Q1899312,9,3
Q18999,29,20
Q190,133,257
Q190082,53,53
Q19012619,7,1
Q190323,69,55
Q190368,192,64
Q190543,62,53
Q190582,66,55
Q1906090,10,3
Q1906354,4,5
Q191039,200,60
Q1911068,16,17
Q1914213,5,1
Q1914873,5,2
Q1915999,5,1
Q1916711,5,1
Q1917132,7,4
Q1917199,17,2
Q191725,55,51
Q1919421,7,4
Q1919444,13,14
Q1919738,7,4
Q19202517,29,2
Q1920411,5,3
Q1920680,17,11
Q1920696,7,1
Q192109,49,47
Q1921577,7,2
Q1921955,6,2
Q1921957,3,1
Q1921959,11,3
Q1921961,9,2
Q1921966,7,1
Q1922259,8,4
Q1922350,6,2
Q1922627,4,2
Q192343,68,47
Q192371,165,62
Q192407,86,54
Q1924155,11,16
Q1924572,6,1
Q1924574,9,5
Q1924576,8,3
Q1924653,7,4
Q192469,65,50
Q192482,79,60
Q192485,87,46
Q192550,44,60
Q19259285,7,1
Q19259287,6,3
Q192673,91,55
Q19269535,4,1
Q19287,6,4
Q19288071,6,1
Q19292,9,6
Q1929263,25,14
Q192946,45,47
Q192950,117,60
Q19295026,12,1
Q19295027,16,2
Q19297689,3,1
Q1930926,18,4
Q193267,73,49
Q1933978,6,11
Q193433,90,52
Q1934954,36,15
Q193506,153,62
Q193609,40,54
Q19365275,4,1
Q19371652,4,1
Q19376,82,52
Q193769,208,77
Q1937920,9,20
Q193800,227,99
Q1938691,6,2
Q1940891,5,2
Q1943618,7,8
Q1943680,9,6
Q1949987,23,1
Q19502622,6,1
Q19513414,9,1
Q1951974,8,7
Q19521611,8,2
Q1955916,8,6
Q195598,12,19
Q19559995,12,2
Q19559996,9,3
Q1956583,10,8
Q1956649,14,18
Q19569722,6,3
Q1958965,12,6
Q1959065,4,2
Q1959082,2,8
Q19592134,17,3
Q19594096,25,2
Q1959431,5,7
Q1959568,18,4
Q1959605,24,12
Q19605562,6,9
Q19610022,7,0
Q19610036,12,7
Q19610044,3,0
Q19610045,5,0
Q1961947,5,2
Q1961952,16,10
Q1962608,4,9
Q1963059,5,11
Q19635464,25,1
Q19636979,15,4
Q1964358,5,1
Q1965137,25,8
Q1965234,3,3
Q19653763,11,1
Q19653788,10,1
Q19653790,13,3
Q19653812,8,1
Q19653912,13,1
Q1965594,4,6
Q196653,62,44
Q1967929,16,11
Q1968413,10,11
Q196865,28,26
Q1969370,20,3
Q1969790,13,11
Q197028,14,5
Q197033,10,5
Q1970370,25,4
Q19704361,7,1
Q19714441,6,1
Q19715321,5,1
Q19715687,32,1
Q19716301,26,9
Q197172,56,26
Q19717312,13,2
Q197181,14,15
Q1972016,9,5
Q19720578,16,5
Q19720595,13,4
Q19720599,14,5
Q197206,73,66
Q1972438,15,11
Q19726125,8,1
Q1972768,7,6
Q197316,8,1
Q197425,15,9
Q19760568,12,4
Q197664,11,10
Q19768385,6,3
Q19768536,16,2
Q19776360,26,5
Q1978330,12,11
Q197866,11,15
Q19800714,11,4
Q19803602,3,1
Q198191,16,11
Q19819302,14,4
Q19819706,4,1
Q198249,14,25
Q19825275,9,1
Q19825349,12,4
Q19825863,5,1
Q19828106,5,1
Q19834509,5,1
Q19834510,5,1
Q19834703,6,1
Q1984683,6,1
Q1984986,14,4
Q1985130,14,10
Q19852933,2,2
Q19855402,3,1
Q19855545,3,3
Q19855552,4,2
Q19855587,2,1
Q19855824,3,1
Q19856047,1,2
Q19860458,12,2
Q1986278,13,10
Q1986464,17,13
Q19892447,8,5
Q19901827,12,6
Q19902206,13,5
Q19902351,14,5
Q19903307,12,4
Q19903327,13,5
Q19903959,15,4
Q19918037,8,1
Q19918260,22,2
Q1992047,16,5
Q19921036,5,9
Q19921698,8,3
Q1992340,21,17
Q19933266,2,1
Q1993671,14,8
Q199438,37,58
Q19946249,12,1
Q19946274,7,1
Q1995551,11,8
Q19959176,10,4
Q1995961,9,11
Q1996222,11,8
Q1996285,6,6
Q19978928,1,1
Q1998963,10,11
Q19997880,14,3
Q19997971,22,2
Q19997995,22,5
Q20002165,23,2
Q20002235,28,1
Q20002267,24,6
Q20002305,20,1
Q20002319,18,2
Q20002340,23,2
Q20002489,9,1
Q20003125,28,2
Q20004928,6,3
Q20005196,19,2
Q20005198,17,2
Q20005222,13,1
Q20005241,18,2
Q20005243,17,1
Q20005550,23,2
Q200073,40,52
Q2001055,7,5
Q20011936,17,4
Q2001710,93,40
Q20018046,16,18
Q20018342,4,2
Q20018346,5,2
Q20018347,5,2
Q20018388,5,2
Q20018412,5,2
Q20021007,8,1
Q2002158,10,6
Q2002511,9,26
Q20025274,7,1
Q20025863,8,1
Q20026133,7,1
Q2003480,9,8
Q20049732,4,4
Q20062500,8,1
Q20062556,9,0
Q20062926,9,1
Q20062941,9,1
Q20062950,11,2
Q2006388,11,13
Q20064555,5,2
Q20065028,3,4
Q2006592,6,2
Q20067465,4,NA
Q20068850,4,1
Q20077471,3,1
Q2008736,12,11
Q200922,25,19
Q20092757,3,1
Q20093799,3,1
Q20098682,5,1
Q20100281,21,3
Q20100469,7,3
Q20100483,8,2
Q20100675,6,1
Q20100712,11,2
Q20100759,8,1
Q20100913,23,4
Q20101222,10,3
Q20101247,6,1
Q20101355,8,3
Q20101425,7,1
Q20101458,10,2
Q20101527,24,1
Q20101572,21,1
Q20101576,21,1
Q20101586,9,2
Q20101602,5,3
Q20102066,13,2
Q20102096,27,3
Q20102230,20,1
Q20102232,11,4
Q20108684,20,1
Q20109059,26,1
Q201102,52,18
Q20113799,7,3
Q201303,77,73
Q201346,118,51
Q2013945,4,2
Q2014289,21,11
Q20156048,6,4
Q20171405,5,1
Q2017194,18,29
Q20182182,6,2
Q20190341,5,1
Q20190363,5,1
Q20190381,3,1
Q20190389,6,1
Q20190400,6,1
Q20190414,8,1
Q20190422,5,1
Q20190433,6,1
Q20190434,6,1
Q20191268,5,1
Q20192057,19,2
Q2020706,5,2
Q2021179,24,13
Q2021495,13,3
Q2022766,12,11
Q202492,46,59
Q202505,36,9
Q2026930,11,5
Q2027227,6,3
Q2029543,8,3
Q2030248,4,7
Q2030374,17,4
Q2031315,11,10
