qid,n_statements,n_sitelinks
Q2934559,8,4
Q2934675,5,3
Q29368605,6,2
Q2937275,10,6
Q2943510,12,1
Q2943528,16,8
Q29464889,6,3
Q29470201,10,11
Q2947800,10,3
Q294795,69,41
Q294846,64,37
Q29521453,10,1
Q295228,92,36
Q29523756,11,2
Q29566447,4,2
Q29626641,10,1
Q2962832,5,17
Q29644590,14,3
Q296446,45,34
Q29654284,13,2
Q29654315,10,1
Q29654939,9,4
Q29654988,11,2
Q29655046,4,1
Q29655214,5,2
Q29670538,11,1
Q297040,169,52
Q29705010,5,1
Q297377,181,44
Q2974445,10,11
Q297515,164,45
Q2975271,28,15
Q297763,43,44
Q297776,177,52
Q29786615,3,1
Q29788383,5,1
Q29788414,7,4
Q29788434,5,1
Q29788463,9,2
Q29788475,3,1
Q29788482,6,1
Q29788497,5,2
Q29789169,17,2
Q2979420,21,3
Q2980439,15,7
Q2980441,17,8
Q2980443,20,9
Q2980449,14,3
Q2980451,9,6
Q2980546,33,8
Q2980549,7,3
Q298064,33,21
Q2980787,9,4
Q2980800,36,13
Q298162,85,42
Q2982944,29,9
Q2983181,17,16
Q298376,121,41
Q29856413,11,2
Q298636,92,46
Q2986809,9,16
Q2986904,19,16
Q29885879,10,1
Q299007,39,34
Q2992181,11,11
Q2992957,9,19
Q2993240,14,17
Q2993251,5,8
Q2993260,16,14
Q2994191,5,14
Q299618,38,34
Q2996497,13,20
Q299673,16,7
Q2997185,6,6
Q2998634,21,11
Q2998641,25,12
Q299895,12,11
Q299922,16,10
Q3001901,10,15
Q30023815,10,0
Q30024297,4,0
Q3002476,10,3
Q30026262,15,1
Q3002665,9,3
Q3002987,5,2
Q30057580,8,1
Q30061650,7,0
Q30062832,5,1
Q30082766,4,1
Q30097019,10,5
Q3010239,19,7
Q3012000,7,5
Q301219,51,34
Q3015219,11,6
Q3015888,6,1
Q30177090,7,5
Q3019013,29,6
Q3019368,16,8
Q302,483,334
Q3020934,3,1
Q3021006,25,4
Q3026358,9,3
Q3027239,9,8
Q30279469,5,1
Q3027978,3,2
Q302813,33,19
Q3028708,6,1
Q3028709,10,4
Q3028712,17,4
Q3028716,7,2
Q3028727,15,9
Q302986,30,24
Q30303442,5,1
Q30307637,6,0
Q30315207,6,3
Q30324572,3,4
Q30324910,2,1
Q30327998,13,3
Q303640,19,14
Q3037285,8,5
Q3040215,15,13
Q3041182,6,3
Q304169,5,1
Q3041936,7,13
Q304232,12,8
Q3043276,7,3
Q3043279,10,2
Q3043322,11,3
Q3043953,15,21
Q3044434,14,7
Q3044491,24,9
Q3045014,6,3
Q304525,9,5
Q3047056,17,9
Q3050829,6,6
Q30539983,10,6
Q3054421,3,11
Q305566,6,5
Q305567,49,29
Q305568,7,3
Q3055822,10,3
Q305603,6,2
Q305604,5,2
Q305607,24,31
Q305609,9,5
Q305611,7,5
Q305613,14,7
Q305614,11,15
Q305616,5,1
Q3056180,6,1
Q3056704,6,4
Q3058651,3,1
Q30589513,14,5
Q3060235,24,5
Q3060381,6,5
Q3060743,9,4
Q3060909,10,7
Q3060919,11,7
Q3067156,3,0
Q30673061,3,5
Q30748773,4,1
Q30751316,4,1
Q307546,11,10
Q307547,4,3
Q3080524,39,14
Q308055,26,36
Q3080728,14,11
Q308121,4,1
Q3081907,20,8
Q3082825,47,11
Q308398,70,61
Q3084264,11,8
Q3085116,9,9
Q3088918,18,14
Q30891261,4,1
Q30892842,3,1
Q30919912,2,2
Q30920731,6,1
Q30941910,7,2
Q30941977,7,1
Q30942114,6,1
Q30942223,10,1
Q30942522,8,1
Q30943693,10,2
Q30944203,12,1
Q30945841,7,2
Q30946669,7,1
Q30948585,13,2
Q30949139,8,1
Q30949586,2,1
Q30949589,2,1
Q30949596,2,1
Q30949600,1,1
Q30949601,2,1
Q30949602,2,1
Q30949607,2,1
Q30949609,2,1
Q30949612,2,1
Q30949613,2,1
Q30949621,2,1
Q30949623,2,1
Q30949626,2,1
Q30949690,6,1
Q30950690,1,1
Q3095359,4,2
Q30956360,3,1
Q309869,42,44
Q3101072,9,16
Q310584,55,39
Q310686,94,44
Q310808,37,34
Q310821,92,51
Q310978,33,38
Q311107,34,34
Q311112,58,33
Q3111688,16,11
Q311265,69,37
Q311287,137,38
Q3113925,9,7
Q3115069,5,6
Q311536,13,15
Q311545,31,12
Q3115491,3,4
Q311733,134,34
Q3118736,3,1
Q31213514,1,1
Q31213516,1,1
Q3122594,4,0
Q3122988,16,4
Q312396,29,22
Q312420,158,48
Q312430,39,39
Q312446,36,39
Q312544,47,50
Q312552,79,51
Q31256,14,11
Q31278,92,27
Q31280836,10,3
Q312809,47,35
Q313052,41,31
Q313066,80,37
Q313115,83,36
Q31320071,7,1
Q3132611,20,15
Q313398,59,35
Q313419,85,39
Q3134740,15,8
Q31353307,7,2
Q3135758,6,1
Q3135759,5,1
Q3135998,14,8
Q3136168,12,3
Q3136176,9,3
Q3136179,11,5
Q313664,113,31
Q313680,64,30
Q313733,36,34
Q313735,79,36
Q313737,97,32
Q31381847,16,5
Q3138818,7,3
Q313924,125,41
Q313933,39,41
Q3140410,7,3
Q3143612,18,10
Q3144437,8,3
Q314467,97,40
Q3144947,9,1
Q314710,41,33
Q3147223,9,9
Q314793,23,37
Q314850,49,41
Q3148951,8,3
Q31537,7,8
Q31541,10,8
Q31545,9,7
Q315456,62,25
Q3154578,1,1
Q315461,32,35
Q315480,40,32
Q315492,70,31
Q3155123,11,3
Q3155610,7,8
Q3156456,7,1
Q315670,104,45
Q315678,13,27
Q315776,18,33
Q315796,162,127
Q316054,133,33
Q316090,130,43
Q316098,169,50
Q316119,147,44
Q316123,181,47
Q3162738,2,1
Q3162814,2,1
Q316483,170,40
Q316672,26,37
Q316775,50,31
Q316825,59,30
Q316833,58,35
Q316867,38,40
Q316915,57,28
Q31700303,9,11
Q317042,32,36
Q317055,149,40
Q317273,15,6
Q317689,23,34
Q317695,31,35
Q317699,17,37
Q31789655,8,1
Q31789656,2,1
Q31789658,9,2
Q31790230,10,1
Q3180516,13,6
Q3180719,4,10
Q318100,5,3
Q318152,29,37
Q318162,24,36
Q318317,169,50
Q31841846,17,2
Q31845,215,64
Q318682,14,18
Q318803,46,27
Q31884417,2,1
Q31887042,1,1
Q319075,42,32
Q319107,71,40
Q319219,60,43
Q3192200,4,5
Q319273,116,32
Q3192822,6,3
Q3192896,4,1
Q31930819,1,1
Q31930822,3,2
Q319329,70,43
Q3193615,9,6
Q319410,37,27
Q31954,17,17
Q3195584,4,4
Q319568,40,35
Q3196202,4,5
Q31966,123,95
Q3198070,14,6
Q3198628,2,4
Q319947,71,37
Q3199840,3,3
Q320042,92,36
Q320136,40,39
Q320168,64,34
Q320199,51,29
Q320449,74,35
Q3205238,2,2
Q320547,3,1
Q320643,65,7
Q320660,29,43
Q320830,16,6
Q320850,17,7
Q320902,79,25
Q321327,11,3
Q321541,69,44
Q3216009,15,15
Q3218512,7,1
Q322372,8,5
Q322639,69,43
Q32297278,7,1
Q3234403,7,18
Q3235126,11,14
Q32360805,2,3
Q3238773,6,13
Q3241660,22,4
Q3242364,5,3
Q324271,19,11
Q3243942,11,11
Q3244044,13,10
Q324548,27,10
Q3245490,38,36
Q32571235,10,0
Q325764,10,6
Q325796,22,8
Q325906,65,28
Q325921,43,26
Q3259850,2,4
Q326110,13,9
Q32611963,7,0
Q3265878,18,8
Q3265904,29,10
Q326600,43,25
Q3266236,161,62
Q3266310,9,4
Q3266313,9,4
Q326677,8,11
Q3267247,17,5
Q326809,13,4
Q3268334,7,2
Q3268394,12,11
Q3268516,11,5
Q3268519,12,4
Q3270544,4,4
Q3274055,11,8
Q3274090,14,5
Q3274909,16,17
Q3275417,7,15
Q3275687,10,13
Q3275893,17,11
Q3277993,33,11
Q327845,13,10
Q328206,46,10
Q328354,60,36
Q3285709,2,2
Q32859425,5,0
Q328724,47,6
Q328804,121,58
Q3288593,6,8
Q3290241,14,3
Q3290242,13,1
Q329114,24,12
Q3291388,15,15
Q329271,33,15
Q329274,33,9
Q3293764,11,7
Q3294469,10,8
Q329556,20,9
Q329558,22,6
Q329563,15,9
Q329572,25,11
Q329578,20,2
Q329591,21,7
Q3296008,3,1
Q329690,14,15
Q329723,57,37
Q3297782,7,9
Q3298190,15,9
Q3298501,12,7
Q3300101,13,13
Q3302941,2,7
Q3303132,4,3
Q3303321,9,10
Q3305303,9,7
Q330584,56,35
Q3313086,14,10
Q331327,35,43
Q3313610,13,4
Q3314298,21,12
Q3314305,20,10
Q3315246,10,6
Q3316130,3,2
Q3316154,5,22
Q3316160,4,18
Q3316164,10,16
Q3317109,7,5
Q3318877,2,7
Q33191300,8,1
Q33192667,13,5
Q33193166,6,1
Q3319322,5,11
Q3320063,16,8
Q3320623,7,8
Q332324,44,41
Q33253008,5,0
Q33258375,7,2
Q3327120,7,8
Q332752,40,43
Q332785,196,52
Q332842,23,6
Q3329226,20,5
Q333092,24,10
Q3331425,11,6
Q3331595,4,6
Q3332707,9,2
Q3332745,8,4
Q3332905,8,9
Q3333207,4,7
Q333530,44,40
Q333548,32,37
Q3335892,6,9
Q3336093,6,8
Q333658,20,33
Q3337163,8,4
Q3337178,8,5
Q333788,27,28
Q333826,36,27
Q333836,20,33
Q3338488,8,2
Q3339691,5,1
Q3339693,12,3
Q3340,57,47
Q3342062,7,3
Q3342132,14,1
Q334456,13,38
Q334457,166,42
Q3345,58,41
Q3346271,2,3
Q3346641,7,1
Q3347596,1,13
Q334787,39,35
Q3347899,2,1
Q334817,55,38
Q334905,27,12
Q334935,22,8
Q334937,21,11
Q335073,62,30
Q335114,39,31
Q335117,59,18
Q335127,33,32
Q33530429,7,1
Q3356435,3,5
Q3357712,8,2
Q335781,3,11
Q3361417,15,5
Q3361814,43,14
Q336230,28,39
Q3363494,6,1
Q336428,30,38
Q336538,61,25
Q3373849,10,3
Q3373903,10,6
Q3374216,18,6
Q3378112,10,3
Q337819,14,11
Q337828,16,12
Q3378668,18,3
Q337894,13,9
Q3381167,5,3
Q3381171,4,1
Q3381179,12,3
Q3381352,11,4
Q3381470,10,7
Q3381648,7,3
Q3381822,5,1
Q338201,56,38
Q3382098,9,1
Q338378,21,11
Q3387020,14,7
Q3388428,3,2
Q33923,201,151
Q339240,7,8
Q3392477,10,2
Q3392478,7,2
Q3393348,4,3
Q3395130,10,5
Q339534,12,9
Q3395650,9,4
Q339569,7,9
Q3397785,5,3
Q3397918,6,4
Q339980,10,14
Q3400773,1,10
Q340116,18,16
Q3403498,10,4
Q34041,70,72
Q340843,27,28
Q3409247,26,10
Q3409448,5,7
Q3411223,10,9
Q3411429,6,6
Q3411690,8,6
Q3411991,5,3
Q3412431,8,3
Q3413715,14,4
Q3413734,19,2
Q3413741,21,5
Q3413899,15,3
Q341435,26,2
Q3414662,17,11
Q342138,7,10
Q342279,32,22
Q342316,9,4
Q342343,22,24
Q342512,46,28
Q342802,24,36
Q3428284,5,3
Q3429330,6,1
Q3429920,4,2
Q3429923,20,12
Q3429926,16,9
Q343022,18,11
Q3437032,4,1
Q343760,28,12
Q343774,18,10
Q343795,20,11
Q343799,17,6
Q343804,22,9
Q344124,125,40
Q344257,21,10
Q344263,21,8
Q344275,17,10
Q344278,51,9
Q344282,21,10
Q344410,28,12
Q344826,25,7
Q345090,22,34
Q345134,40,38
Q345647,46,30
Q3463643,13,7
Q3463844,12,3
Q346415,18,11
Q346463,48,25
Q346634,25,27
Q346773,11,5
Q347205,32,23
Q347310,50,6
Q3473958,10,3
Q3474266,12,2
Q3476320,5,17
Q3477642,7,4
Q347788,31,6
Q3477968,10,10
Q3483351,17,5
Q3483386,5,5
Q3483850,3,1
Q3483917,9,5
Q3483923,7,1
Q348518,30,6
Q348668,29,25
Q348679,23,32
Q3488920,10,3
Q3489180,5,5
Q348926,40,23
Q3491275,7,2
Q3492603,17,6
Q34943,298,135
Q349580,24,4
Q3496376,16,11
Q3497181,9,3
Q3499376,9,5
Q349959,36,11
Q3499887,19,12
Q3502251,17,5
Q350246,34,32
Q3502838,27,12
Q3505391,5,1
Q3506887,7,1
Q350792,19,7
Q350887,18,9
Q3509001,3,3
Q3509148,7,4
Q3510689,3,1
Q351269,6,3
Q3513454,2,3
Q3514615,9,4
Q3514696,5,3
Q3514860,21,7
Q351491,40,23
Q3514925,12,8
Q351495,47,27
Q3515028,9,3
Q351503,40,30
Q351538,32,35
Q3515878,5,1
Q3516656,4,1
Q3516977,6,1
Q351771,27,10
Q351782,21,13
Q3519217,13,20
Q3519281,6,4
Q352035,73,26
Q3521202,5,18
Q3521288,6,16
Q3521321,18,25
Q352176,3,3
Q352278,7,2
Q3523555,8,5
Q3523909,5,24
Q3523931,6,1
Q3523937,36,4
Q3524788,7,7
Q352489,45,25
Q352684,147,44
Q3528042,3,4
Q3528340,19,8
Q3529655,17,2
Q3529668,45,13
Q352988,110,35
Q353208,26,11
Q3535142,7,17
Q353680,19,34
Q3539467,11,11
Q3542461,2,5
Q3542465,4,2
Q3545323,13,9
Q354598,23,12
Q3546597,7,5
Q3546799,7,3
Q3546981,5,5
Q354990,136,34
Q355121,53,38
Q3553154,1,3
Q35548813,9,2
Q3555024,17,14
Q3555090,15,8
Q355544,67,25
Q3556027,3,6
Q3556281,4,3
Q3557296,6,12
Q355732,54,25
Q355758,23,13
Q355778,63,23
Q3558505,11,6
Q3558583,3,2
Q3559088,14,3
Q3559805,10,8
Q3560453,11,6
Q3561222,8,3
Q3561355,4,5
Q3561386,4,2
Q3561786,10,5
Q3562019,20,13
Q3562581,4,4
Q3562609,9,6
Q3562783,9,6
Q3563229,12,9
Q3563956,11,3
Q3564532,7,4
Q3564594,10,6
Q3564602,11,11
Q3565120,12,11
Q356520,7,5
Q3565937,8,5
Q3566604,9,4
Q3566730,3,4
Q3566849,3,3
Q3566998,19,6
Q3567413,6,4
Q3567601,7,2
Q3567747,4,7
Q3568011,12,7
Q35691900,27,2
Q356947,17,7
Q356949,6,2
Q3570275,8,8
Q3571031,3,2
Q3571099,8,2
Q357141,15,5
Q3575332,12,1
Q3575333,11,6
Q357585,38,24
Q358097,20,32
Q3586215,8,4
Q3589147,10,6
Q3589326,20,2
Q358939,23,10
Q359679,50,33
Q359684,43,35
Q359687,49,34
Q359829,44,28
Q359945,134,35
Q3603524,11,6
Q360366,130,40
Q3603809,18,1
Q3603818,8,1
Q3603901,9,3
Q3604219,6,1
Q3604254,8,1
Q3604319,5,1
Q3605023,12,6
Q3605261,7,1
Q3605352,7,1
Q3605510,9,5
Q3605834,2,2
Q3606134,10,2
Q3606201,16,11
Q3606203,5,4
Q3606383,9,6
Q3606586,9,1
Q3606849,8,1
Q3606858,9,2
Q3607060,10,4
Q3607244,3,5
Q3607286,3,4
Q3607397,4,1
Q3607816,11,2
Q360787,28,20
Q3608925,10,4
Q3608941,8,3
Q3608994,9,3
Q3609013,13,5
Q3609014,10,2
Q3609040,10,2
Q360920,51,23
Q3609647,7,7
Q3609794,10,1
Q3610598,7,1
Q3610613,12,1
Q3610668,20,9
Q3611116,5,5
Q3611629,12,19
Q3611637,11,4
Q3611665,5,1
Q3611733,4,1
Q3611796,9,8
Q3611817,7,3
Q3612885,3,1
Q3613053,11,2
Q361357,54,21
Q3613693,10,2
Q3613853,9,8
Q3614334,7,6
Q3614346,4,1
Q3615193,10,2
Q3615194,9,1
Q3615271,9,6
Q3616338,10,1
Q3616353,4,2
Q3616354,21,5
Q3616362,13,4
Q3616654,8,2
Q3616667,10,1
Q3616693,5,2
Q3617317,9,4
Q3617449,11,6
Q3618377,8,5
Q3618401,9,0
Q3618410,10,1
Q3618450,12,7
Q3618664,9,3
Q3618704,9,4
Q3618707,14,6
Q3618734,17,6
Q3618763,6,2
Q3618991,22,2
Q3620546,7,5
Q3620629,8,3
Q3620704,25,5
Q3620707,15,3
Q3620719,29,4
Q3621000,7,2
Q3621109,10,1
Q3621369,6,1
Q3621412,10,3
Q3621444,8,1
Q3621464,20,7
Q3621470,10,4
Q3621477,7,2
Q3621497,9,4
Q3621557,4,1
Q3621656,59,16
Q3621840,10,7
Q3622125,7,2
Q3622209,21,22
Q3622225,11,3
Q3622239,22,5
Q3622255,7,8
Q3622437,7,2
Q3622460,4,1
Q3622538,10,5
Q3622544,25,7
Q3622572,20,5
Q3622586,26,7
Q3622613,32,13
Q3623073,4,1
Q3623159,5,2
Q3623185,7,4
Q3623432,5,3
Q3623705,7,1
Q3623869,11,4
Q3624035,14,10
Q3624057,10,1
Q3624244,8,5
Q3624250,20,5
Q3624434,16,11
Q3624485,32,8
Q3624545,25,3
Q3624758,17,6
Q3624779,5,1
Q3624868,44,11
Q3625067,32,8
Q3625380,7,2
Q3625564,6,12
Q3626128,18,6
Q3626138,16,9
Q362738,9,11
Q3627547,9,7
Q3627551,8,4
Q3627665,9,1
Q3629742,9,3
Q3630512,10,4
Q3630519,5,2
Q363084,47,33
Q363104,21,30
Q3631240,30,6
Q3631359,2,1
Q3633094,10,5
Q3633303,5,1
Q363375,128,62
Q363394,47,35
Q3634515,6,10
Q3634969,7,4
Q3635344,3,12
Q3635513,9,1
Q3636218,13,4
Q363623,36,27
Q36373066,6,2
Q3637851,5,1
Q3638423,11,4
Q3638494,35,6
Q3640600,10,1
Q3641530,10,3
Q3642089,3,3
Q3643742,8,5
Q3644221,8,5
Q3644279,6,1
Q3646321,6,2
Q3646522,13,2
Q3646670,8,1
Q3646830,6,2
Q3649161,4,3
Q3649829,8,4
Q3649968,5,6
Q3650492,4,2
Q3650517,6,2
Q3650858,7,7
Q3650899,9,2
Q3650968,12,1
Q365110,71,33
Q365115,21,26
Q365148,70,19
Q3652340,2,3
Q3655278,22,4
Q3655281,18,5
Q3655289,39,6
Q3655539,24,7
Q3655571,25,6
Q3655670,17,4
Q3655752,24,8
Q3655774,36,5
Q3655814,5,3
Q3655875,21,3
Q3655884,10,3
Q3655890,29,5
Q3655924,20,8
Q3655947,24,6
Q3655959,50,11
Q3656046,24,4
Q3656055,27,8
Q3656096,30,10
Q3656115,21,11
Q3656185,19,6
Q3656209,2,9
Q3656283,20,4
Q3656324,34,9
Q3656438,24,12
Q3656611,6,1
Q3658103,26,8
Q3658204,5,3
Q3658329,3,2
Q365840,64,23
Q3658525,11,7
Q3658638,18,5
Q365953,10,10
Q3660198,5,2
Q366021,10,11
Q3660394,7,10
Q366125,15,9
Q366132,40,35
Q366203,45,23
Q366205,38,24
Q3663043,6,3
Q3664177,9,1
Q3664184,4,1
Q3664213,4,2
Q3664253,14,5
Q3664963,11,10
Q3664982,9,4
Q3665076,7,4
Q366515,15,24
Q3665665,5,1
Q366589,15,15
Q3667219,8,5
Q3667229,6,1
Q3674375,4,7
Q3674732,9,3
Q3675441,2,6
Q3675444,4,8
Q367565,15,13
Q3676068,8,10
Q3676266,10,1
Q3676267,3,1
Q3676394,5,1
Q3676567,14,9
Q3676709,10,3
Q3676995,3,1
Q3677459,4,1
Q367819,11,19
Q3678228,9,4
Q3678230,5,2
Q367828,43,21
Q3678283,13,11
Q3678579,35,57
Q3680503,6,2
Q3680504,4,2
Q3680510,8,4
Q3680531,9,4
Q3680754,11,7
Q3680836,8,5
Q3680848,7,0
Q3680849,6,1
Q3680852,7,2
Q3680855,10,5
Q3680876,10,2
Q368128,8,8
Q368157,13,11
Q3681782,6,2
Q3682459,9,1
Q3682580,8,5
Q368423,23,20
Q368853,26,21
Q368994,21,10
Q3693467,8,6
Q3693549,5,1
Q3696372,4,6
Q3696428,7,10
Q3696506,6,1
Q3696513,6,5
Q3696990,10,3
Q3697221,6,3
Q3697278,3,3
Q3697283,6,2
Q3697327,12,10
Q3697745,7,4
Q3698271,8,10
Q3698275,11,7
Q3698712,6,6
Q3699000,17,6
Q3699532,9,2
Q3700761,5,3
Q3700933,6,1
Q3701217,6,3
Q3701222,6,1
Q370123,36,17
Q3701234,5,2
Q370220,14,15
Q3702497,6,1
Q3702517,12,4
Q370363,53,25
Q3704484,3,3
Q3704514,16,7
Q3704795,8,1
Q3704804,9,3
Q3704812,8,2
Q3704816,6,2
Q3705251,6,2
Q3705305,6,2
Q3705324,10,6
Q3705346,9,1
Q3705401,7,2
Q3705429,2,2
Q3705795,5,2
Q3705857,6,2
Q3706015,17,13
Q3706017,7,6
Q370603,39,21
Q3706233,11,2
Q3706269,4,2
Q3706498,5,1
Q3707741,8,5
Q3708494,6,2
Q3708571,7,0
Q371206,16,13
Q3712718,9,1
Q3712723,7,4
Q3714016,8,3
Q3714879,6,4
Q3715345,10,5
Q3715347,8,5
Q3715373,12,3
Q371545,32,29
Q371624,20,27
Q3716260,4,1
Q3716928,7,7
Q3716990,3,3
Q3718501,9,6
Q3718502,11,2
Q3718526,8,2
Q3720726,5,1
Q372100,66,26
Q3722901,23,10
Q3722961,7,2
Q372459,25,10
Q3724929,7,4
Q3725417,14,2
Q3725424,9,2
Q3725534,7,1
Q3725538,9,2
Q372562,9,5
Q3726746,7,2
Q3726840,8,3
Q3726853,13,7
Q3726942,9,6
Q373042,94,15
Q3730682,8,1
Q3731014,19,4
Q3731077,7,1
Q3731168,18,3
Q3731385,9,1
Q3731398,11,3
Q3731399,7,2
Q3731779,10,3
Q3731822,15,7
Q3732976,7,3
Q37330653,10,1
Q3733767,8,5
Q3733768,16,2
Q3734129,8,4
Q3734200,5,3
Q3734203,14,10
Q3734502,10,1
Q3734522,8,1
Q3734544,9,7
Q3734550,6,1
Q3734628,8,4
Q3734637,5,1
Q3735178,7,1
Q3735337,12,0
Q3735617,12,6
Q3735624,16,4
Q3738531,5,3
Q3738554,7,1
Q374146,12,5
Q3741989,5,5
Q3742040,6,4
Q3742041,6,2
Q3742484,5,1
Q3742719,5,1
Q374275,29,20
Q3744537,10,4
Q3744924,10,4
Q3744925,10,7
Q3744926,12,7
Q3745364,32,9
Q3745492,7,2
Q3746642,8,4
Q3747915,11,1
Q3747924,6,4
Q3750387,4,3
Q3751475,6,7
Q3751604,12,6
Q375174,35,20
Q3754081,8,5
Q3755586,2,6
Q3757226,4,4
Q3757285,46,7
Q3757374,20,1
Q3757460,24,7
Q3758170,12,2
Q3758329,6,2
Q375849,42,20
Q3761553,9,1
Q3761856,8,2
Q376216,4,1
Q3764161,2,3
Q3769302,16,6
Q3769480,5,1
Q3769511,23,5
Q3769799,15,5
Q3772830,7,13
Q377356,29,17
Q3773593,8,1
Q37739859,16,5
Q37765979,4,1
Q377669,6,1
Q3778024,2,1
Q378099,23,14
Q3781179,13,8
Q3781309,10,4
Q378146,5,6
Q3781575,9,4
Q378407,34,11
Q3784473,2,5
Q378502,36,39
Q378816,18,25
Q3788822,9,7
Q3791456,11,5
Q3791459,9,4
Q3791772,8,2
Q3791819,13,2
Q3792150,4,2
Q3792157,16,4
Q3792189,4,2
Q3792190,9,2
Q379277,53,34
Q37941793,7,0
Q37941876,7,1
Q37941885,7,1
Q37945070,10,1
Q37945081,7,3
Q3796432,7,2
Q3796598,13,6
Q3796601,11,6
Q379828,62,47
Q379987,109,25
Q379991,187,48
Q3801330,7,2
Q3801478,9,1
Q3801505,4,3
Q38016062,5,0
Q3801661,8,2
Q3801670,8,2
Q3801683,8,2
Q3801762,7,3
Q3801764,4,1
Q3801765,12,4
Q3801920,18,5
Q380194,6,2
Q3802146,7,1
Q380371,28,27
Q3804539,8,3
Q38058744,6,1
Q380793,106,22
Q380822,32,18
Q380857,34,15
Q3809774,2,2
Q38098392,4,0
Q3812647,3,4
Q3813411,23,5
Q3813490,24,10
Q3815056,4,6
Q381655,10,2
Q3817333,5,2
Q3817415,3,3
Q3818059,6,3
Q381874,110,38
Q381931,20,18
Q382012,31,26
Q382024,4,5
Q382127,33,11
Q382280,50,23
Q3823178,4,4
Q3824340,24,9
Q3825198,4,1
Q382526,18,12
Q382540,31,9
Q382610,29,25
Q3826306,8,1
Q3826536,6,1
Q3827226,17,4
Q3827232,7,1
Q38276308,3,4
Q382898,44,29
Q3829318,3,3
Q3830028,9,5
Q3830033,6,2
Q3830140,4,1
Q3830167,6,1
Q3830288,6,3
Q3830290,11,5
Q3830648,7,3
Q3830649,10,5
Q3831215,9,3
Q3831220,8,1
Q3832024,5,2
Q3832025,29,11
Q3832028,9,3
Q3833059,8,5
Q3833201,5,7
Q3833335,7,3
Q38356,8,6
Q3835752,2,4
Q38365294,5,0
Q38366,10,6
Q383717,8,24
Q383846,55,22
Q3838837,23,3
Q3838913,37,2
Q383960,18,12
Q3840888,14,1
Q3842081,5,3
Q38433591,8,1
Q3843491,2,1
Q384571,26,13
Q3846357,10,2
Q3846360,23,1
Q3846543,31,2
Q3846554,29,9
Q384700,7,10
Q3850519,8,10
Q3850790,10,6
Q3851666,5,1
Q385238,43,12
Q3853003,6,1
Q3853493,8,1
Q3853638,8,6
Q3853936,10,4
Q3854076,7,4
Q3854104,6,3
Q3854105,6,3
Q3854106,17,7
Q3854114,12,3
Q3854231,7,4
Q3854617,4,1
Q3854651,5,3
Q3854653,7,1
Q3854654,9,6
Q3854705,8,4
Q3854794,11,4
Q3854797,8,5
Q3855195,5,1
Q3855396,13,4
Q3855596,15,4
Q3858182,9,3
Q3859614,3,1
Q3859686,4,2
Q3859687,6,6
Q3859689,4,2
Q3860239,12,2
Q3860293,7,5
Q386129,39,8
Q3862996,4,1
Q38635392,2,4
Q3866118,4,1
Q386618,25,13
Q3866721,3,1
Q3867084,9,3
Q3870520,4,1
Q3870523,7,4
Q3870525,9,5
Q38716201,4,1
Q3874207,5,1
Q3874208,13,4
Q3874213,13,10
Q3875763,5,1
Q3878602,3,1
Q3878846,14,15
Q38793456,9,4
Q38795854,10,4
Q3880764,4,3
Q388126,7,21
Q3881312,7,2
Q3881730,17,7
Q3882712,4,2
Q3884191,8,4
Q3885525,5,2
Q3885891,4,1
Q3886143,7,1
Q3886219,4,2
Q3886839,5,2
Q3887143,8,3
Q388788,4,1
Q3889357,4,1
Q389081,2,7
Q3891708,11,7
Q3891746,7,3
Q3892261,10,6
Q3892897,9,6
Q3893249,7,1
Q3893378,14,16
Q389512,16,19
Q389558,40,17
Q38958018,10,2
Q3898964,7,2
Q3899048,12,6
Q3899092,5,3
Q389950,23,10
Q3899772,9,4
Q3899862,19,14
Q3899882,5,1
Q3899889,13,2
Q390199,9,2
Q3902714,5,1
Q3903040,8,2
Q390334,7,6
Q390348,17,19
Q390363,18,22
Q390439,8,1
Q390441,6,1
Q390461,9,2
Q390492,19,28
Q3905648,15,8
Q3905745,7,1
Q3907223,4,1
Q3907292,11,3
Q3907304,4,1
Q3907330,6,2
Q3907331,12,4
Q3907332,5,1
Q3907369,7,2
Q3907372,13,5
Q390740,24,10
Q3907401,10,8
Q3907701,8,7
Q390789,11,6
Q3907894,5,2
Q3909492,8,6
Q391010,23,19
Q3910877,10,3
Q391091,49,34
Q391315,6,1
Q391333,14,14
Q391614,13,6
Q3919078,4,3
Q3922155,9,1
Q3922156,18,4
Q3922437,15,6
Q392315,23,13
Q392384,11,3
Q392387,8,2
Q392391,9,2
Q3923917,5,1
Q3923920,6,4
Q392395,8,4
Q392397,8,3
Q392404,5,1
Q3924075,14,1
Q392412,9,2
Q392414,9,3
Q3924305,18,2
Q3924327,4,2
Q39243452,9,1
Q3924991,6,2
Q3925304,43,6
Q3925342,12,1
Q392614,12,3
Q392617,18,17
Q392618,5,1
Q392631,39,44
Q392647,37,20
Q3927935,18,3
Q3927966,18,1
Q393054,25,22
Q393083,8,4
Q393186,34,26
Q393261,36,32
Q3935751,13,3
Q3940021,7,3
Q394074,29,26
Q394100,5,1
Q394159,7,2
Q394171,13,2
Q394174,11,13
Q3946551,17,7
Q3949261,19,3
Q3950582,7,2
Q3950605,4,2
Q3951303,21,7
Q3951778,9,2
Q3954769,10,1
Q3958224,20,5
Q39589,77,59
Q3959372,11,9
Q3960045,6,2
